"origin="toronto", destination="New York", duration="10h15m", flight="ACA277", airline="Air Canada", departureTime="February 16, 2023", seats="4, price="$125,
"origin="toronto", destination="Cairo", duration="11h58m", flight="ACA624", airline="Air Canada", departureTime="January 24, 2023", seats="0, price="$125,
"origin="toronto", destination="Paris", duration="20h50m", flight="ACA471", airline="Air Canada", departureTime="May 18, 2023", seats="0, price="$125,
"origin="toronto", destination="Hong Kong", duration="16h7m", flight="ACA439", airline="Air Canada", departureTime="November 14, 2023", seats="5, price="$125,
"origin="toronto", destination="Bangkok", duration="17h28m", flight="ACA797", airline="Air Canada", departureTime="March 20, 2023", seats="3, price="$125,
"origin="toronto", destination="London", duration="7h37m", flight="ACA425", airline="Air Canada", departureTime="March 02, 2023", seats="5, price="$125,
"origin="toronto", destination="Macau", duration="16h9m", flight="ACA943", airline="Air Canada", departureTime="December 26, 2023", seats="1, price="$125,
"origin="toronto", destination="Singapore", duration="19h9m", flight="ACA548", airline="Air Canada", departureTime="January 17, 2023", seats="0, price="$125,
"origin="toronto", destination="Paris", duration="7h59m", flight="ACA503", airline="Air Canada", departureTime="October 20, 2023", seats="1, price="$125,
"origin="toronto", destination="Dubai", duration="14h17m", flight="ACA267", airline="Air Canada", departureTime="January 08, 2023", seats="5, price="$125,
"origin="toronto", destination="New York City", duration="1h17m", flight="ACA946", airline="Air Canada", departureTime="July 04, 2023", seats="5, price="$125,
"origin="toronto", destination="Kuala Lumpur", duration="18h55m", flight="ACA355", airline="Air Canada", departureTime="March 01, 2023", seats="8, price="$125,
"origin="toronto", destination="Istanbul", duration="10h42m", flight="ACA715", airline="Air Canada", departureTime="May 15, 2023", seats="7, price="$125,
"origin="toronto", destination="Delhi", duration="14h59m", flight="ACA910", airline="Air Canada", departureTime="November 10, 2023", seats="9, price="$125,
"origin="toronto", destination="Antalya", duration="11h14m", flight="ACA628", airline="Air Canada", departureTime="August 22, 2023", seats="2, price="$125,
"origin="toronto", destination="Shenzhen", duration="16h6m", flight="ACA666", airline="Air Canada", departureTime="October 10, 2023", seats="4, price="$125,
"origin="toronto", destination="Mumbai", duration="16h3m", flight="ACA830", airline="Air Canada", departureTime="September 25, 2023", seats="2, price="$125,
"origin="toronto", destination="Phuket", duration="18h16m", flight="ACA119", airline="Air Canada", departureTime="November 26, 2023", seats="1, price="$125,
"origin="toronto", destination="Rome", duration="9h19m", flight="ACA358", airline="Air Canada", departureTime="January 25, 2023", seats="7, price="$125,
"origin="toronto", destination="Tokyo", duration="13h23m", flight="ACA964", airline="Air Canada", departureTime="December 17, 2023", seats="4, price="$125,
"origin="toronto", destination="Pattaya", duration="17h34m", flight="ACA126", airline="Air Canada", departureTime="May 23, 2023", seats="1, price="$125,
"origin="toronto", destination="Taipei", duration="15h33m", flight="ACA677", airline="Air Canada", departureTime="February 20, 2023", seats="3, price="$125,
"origin="toronto", destination="Mecca", duration="13h34m", flight="ACA916", airline="Air Canada", departureTime="January 27, 2023", seats="6, price="$125,
"origin="toronto", destination="Guangzhou", duration="16h2m", flight="ACA991", airline="Air Canada", departureTime="May 23, 2023", seats="9, price="$125,
"origin="toronto", destination="Prague", duration="8h50m", flight="ACA816", airline="Air Canada", departureTime="November 23, 2023", seats="4, price="$125,
"origin="toronto", destination="Medina", duration="13h13m", flight="ACA684", airline="Air Canada", departureTime="April 28, 2023", seats="2, price="$125,
